"997162060102311",,"Antony & Cleopatra","g"
"997053910102311",,"El Cid","g"
"997263480102311",,"Japanese literature on film","g"
"997018340102311",,"Nazi new order","g"
"997055560102311",,"Variations on a theme by Mozart","g"
"997010420102311",,"Don't cry, it's only thunder","g"
"997209520102311",,"Pioneers of modern painting.","g"
"997187610102311",,"The Red badge of courage","g"
"997143660102311",,"Managing stress.","g"
"996909000102311",,"The Other American minorities","g"
"997026370102311",,"They shall take up serpents","g"
"997017270102311",,"The Gondoliers","g"
"997317480102311",,"The barber of Seville","g"
"997010950102311",,"Voices & visions","g"
"997012680102311",,"Les Troyens","g"
"997353830102311",,"Memories of hell","g"
"997015720102311",,"Don Carlo","g"
"997371380102311",,"Fellini satyricon","g"
"997240190102311",,"The Gods of the Ainu","g"
"996915850102311",,"China and the world","g"
"997026460102311",,"The Versailles peace :","g"
"997383310102311",,"Word into image.","g"
"997017870102311",,"The love of three oranges","g"
"997012550102311",,"The Atmosphere in motion","g"
"996889870102311",,"Messiah","g"
